Headline,text
"Why does the nation need to be subjected to the president’s daily carnival of misinformation, preening and political venom.txt","Even as the Trump administration slowly finds its footing in the war against Covid-19, one high-profile element of its response remains stubbornly awful: President Trump’s performance in the daily news briefings on the pandemic. 
"
Unanticipated electoral developments are affecting both presidential campaigns in surprising ways.txt,"With 20 days to go, most signals favor Joe Biden, but the chain of events that delivered an Electoral College victory to Donald Trump in 2016 still hovers in the rearview mirror. 
"
"People here are stocking up on groceries and toilet paper — and guns and ammo and, soon, morel mushrooms..txt","KNOXVILLE, Iowa — How are things in my state during the pandemic? In a nearby town, about 20 miles away, people are caught up in it like many Americans. There’s been a run on canned goods, frozen pizzas and, of course, toilet paper. 
"
He won’t overthrow the Constitution But he might persuade Americans that democracy just does not work.txt,"Back when Donald Trump was running for president in 2016, Republican leaders claimed to believe that, as president, Mr. Trump would respect the rule of law. “I still believe we have the institutions of government that would restrain someone who seeks to exceed their constitutional obligations,” Senator John McCain said. “We have a Congress. We have the Supreme Court. We’re not Romania.” 
"
Among the Aetherius Society’s key beliefs: selflessness and extraterrestrial life.txt,"In the mid-1950s, an English taxi driver named George King claimed that he had received a directive from outer space. The dispatch spurred him to establish the Aetherius Society, a religious group that believes communicating and working with aliens will better humanity. Though unconventional, the group’s practices aren’t dangerous or hateful; they often mirror those of more established religions, with an extraterrestrial twist. 
"
"The coronavirus forced a shift to virtual classes, but their continuation could be beneficial even after the pandemic ends.txt","Forty years ago, going to college in America was a reliable pathway for upward mobility. Today, it has become yet another 21st-century symbol of privilege for the wealthy. Through this period, tuition rates soared 260 percent, double the rate of inflation. In 2019, the average cost of attending a four-year private college was over $200,000. For a four-year public college, it was over $100,000. To sustain these prices, more students are now admitted from the top 1 percent of the income scale than the entire bottom 40 percent at the top 80 colleges. Universities have also opened the floodgates to wealthy international students, willing to pay full tuition for the American brand. 
"
"As the number of deaths in the ranks of veterans continues to rise, we need to revisit our enduring commitment to their care.txt","I had loaned my body to America. That’s what the Navy doctor said, as he poked and prodded me in his office during my separation physical. After eight years in the Marines and two wars, I was in remarkably good shape, so I didn’t expect to receive any disability from the Department of Veterans Affairs. However, my doctor wasn’t entirely convinced. When he asked whether I suffered chronic pain from the grenade shrapnel in my back, I said no. When he asked whether I suffered blackouts or short-term memory loss after a handful of head-ringing encounters with improvised explosive devices, I again said no. Still, he recommended me for disability. The reason: hearing loss. I had passed my audiogram but, according to the doctor, that didn’t matter. Someday, I’d likely need hearing aids, he said, and the government had to budget for that. “You loaned society your body,” he said. “It’s our obligation to return it to you with interest.” 
"
"Our democracy is in terrible danger — more than since the Civil War, more than after Pearl Harbor, more than during the Cuban missile crisis.txt","President Trump has made it unmistakably clear in recent weeks — and even more crystal clear at the Tuesday debate — that there are only two choices before voters on Nov. 3 — and electing Joe Biden is not one of them. 
"
"At this point, we know what we’re getting Can America be persuaded to sign up for it again.txt","Bret Stephens: Gail, I hope you had a fun and happy Fourth of July weekend. Did you spend any of it watching reruns of Donald Trump’s Mount Rushmore speech? 
"
‘Social distance socializing’ isn’t just a temporary stopgap. Online gatherings are the culmination of a broader shift..txt,"Last week, I went to the opera with a few friends. We dressed up, exchanged pleasantries, and toasted with prosecco at intermission. A day later I went to my favorite queer singalong piano bar, Marie’s Crisis, in the West Village, tipping my favorite pianist, the regular Friday bartender. I planned a workout class with a friend who lived in the neighborhood, a brunch and play reading with a group of theatrically minded friends. I said Compline — a traditional Christian nighttime prayer — with friends from church. 
"
"Why we serve, and what we’re fighting for, aren’t always clear.txt","“I don’t get it,” President Trump is reported to have said in 2017 while standing at Arlington National Cemetery. “What was in it for them?” 
"
"Even Democrats may find it hard to imagine, but the “leader of the free world” would benefit from United Nations oversight.txt","The rightful president of Belarus, Svetlana Tikhanovskaya, appeared via video last month before the United Nations Human Rights Council. Her country’s August election, she declared, had been “stolen.” 
"
The single best thing Congress can do to stanch economic bleeding is to enact a temporary national moratorium on small business debt collections..txt,"[Read our Coronavirus Relief Small Business F.A.Q.] 
"
South Carolina’s Senate race is a national obsession.txt,"It was a bit of news that came and went quickly amid the fury of political developments these days, but last weekend Jaime Harrison, the South Carolina Democrat who is fighting to unseat Lindsey Graham, announced that he had not merely broken the record for fund-raising for a Senate candidate in a single quarter. He had shattered it. 
"
All these credentials haven’t led to better results.txt,"Over the last few decades, Congress has diversified in important ways. It has gotten less white, less male, less straight — all positive developments. But as I was staring at one of the many recent Senate hearings, filled with the usual magisterial blustering and self-important yada yada, it dawned on me that there’s a way that Congress has moved in a wrong direction, and become quite brazenly unrepresentative. 
"
The Senate needs to act now There is no time to waste.txt,"Americans stayed at home and sacrificed for months to flatten the curve and prevent the spread of the coronavirus. That gave us time to take the steps needed to address the pandemic — but President Trump squandered it, refusing to issue national stay-at-home guidelines, failing to set up a national testing operation and fumbling production of personal protective equipment. Now, Congress must again act as this continues to spiral out of control. 
"
It seems that the United States is plunging into a new arms race without learning the lessons of the last.txt,"The nuclear weapons dropped over Hiroshima and Nagasaki 75 years ago this week wreaked a devastation never before seen in human warfare. Yet they were firecrackers compared with the nuclear weapons that were soon developed — bombs, warheads, shells, torpedoes and other devices capable of vaporizing the human race in an apocalyptic flash. 
"
A victory for religious employers is a defeat for their employees — and for the Affordable Care Act.txt,"This article is part of the Debatable newsletter. You can sign up here to receive it on Tuesdays and Thursdays. 
"
I was too busy cooking and cleaning and caring for my daughter.txt,"SÃO PAULO, Brazil — I have a subscription to a monthly magazine called Piauí. In July, I spent so many days without opening the front door that I could only wonder whether the magazine had arrived. When I finally went to check, there was nothing there. 
"
Flags are not just symbols of a country or a state Their meaning lies in the consciousness of the person looking at them.txt,"For the past few months, my neighbor has been flying the Maine state flag. Not the official one with the state seal but the other one: the buff background with a pine tree and a shining North Star, designed in 1901. 
"
This entrepreneur is taking on power and money in Hollywood with a new business model for celebrities — including the ones who’ve been forgotten or canceled.txt,"Steven Galanis is helping celebrities get into the gig economy. He launched his company, Cameo, three years ago as a marketplace for the famous (and not-so-famous) to sell personalized shout-outs. 
"
The Supreme Court says you can’t be fired for being gay or transgender.txt,"In an emphatic win for civil rights, equal justice and common sense, the Supreme Court ruled on Monday that federal law bars employers from firing workers for being lesbian, gay, bisexual or transgender. 
"
The Facebook chief executive doubles down on a flawed defense of a company policy that allows Trump to post dangerous comments.txt,"Earlier this week, on Twitter, I called the Facebook chief executive and founder Mark Zuckerberg the Susan Collins of the internet. 
"
"The government blames the pandemic More likely, it was afraid to lose.txt","HONG KONG — And now, it’s election fraud. 
"
A program first founded to help city children escape tuberculosis finds new purpose during the coronavirus pandemic.txt,"For Karen Arroyo, a medical assistant at Montefiore Medical Center in the Bronx, the night hours now seem to collapse into one another. She moves among Covid-19 patients who are too weak to speak to her. She checks their vital signs and cleans them off when they’re soiled. She wraps up those who are deceased and prepares them to be transported to the morgue. When Ms. Arroyo gets home at 7 a.m., she sprays her clothes down with Lysol so as not to expose her family. 
"
"There are already signs that distribution will be messy, confusing and chaotic.txt","WASHINGTON — Even before there was a vaccine, some seasoned doctors and public health experts warned, Cassandra-like, that its distribution would be “a logistical nightmare.” 
"
Donald Trump has made America exceptional all right — exceptionally off track.txt,"WASHINGTON — When I was growing up, my brother Michael took me to see old movies at the American Film Institute. 
"
I find hope and relief from my misery in things that have nothing to do with the election.txt,"When I was 12 years old, my cousin was killed. I started having trouble sleeping. 
"
Many Americans now rely on digital tools to work remotely and stay connected They shouldn’t have to sacrifice their privacy to use them.txt,"Millions of Americans, sheltering in their homes from the coronavirus, have turned to communications platforms like Zoom, Google Hangouts and Facebook Messenger in order to work or stay connected to friends and family. Free and easy to use, the services are gobbling up record numbers of new users. 
"
The president tricked working-class voters But the problems he railed about are real.txt,"The Trump presidency has been such a five-alarm fire that many people are understandably consumed with trying to put out the flames or simply survive it. But there will come a day, hopefully in the not too distant future, when people have the breathing room to investigate how the fire got started. 
"
The world can learn from Indigenous people’s collective and practical response to climate change.txt,"“There’s a lot of land for few Indians.” So goes the tired creed, recently revived by President Jair Bolsonaro of Brazil. And yet those “few Indians,” representing 305 Indigenous groups and speaking 274 languages, have accomplished what governments have tried and failed to do for decades: control deforestation in more than 440,000 square miles of Amazon forests. 
"
"Acquitted of impeachment charges, Trump goes after those who defied him..txt","John Bolton, Joe Manchin, Adam Schiff, Hunter Biden, Doug Jones, Gordon Sondland, Alexander Vindman, Yevgeny Vindman, Mitt Romney, Nancy Pelosi, Chuck Schumer, Jerry Nadler, Debbie Dingell, New York air travelers, federal prosecutors, the F.B.I. It’s been a mere week since Senate Republicans acquitted President Trump in his impeachment trial — assuring him once and for all that he needn’t fret about congressional accountability — but he has already made significant progress on his enemies list. 
"
The president is incapable of summoning the better angels of our nature He doesn’t even seem to know what they are.txt,"Gail Collins: Bret, we’re in this horrific pattern — something terrible happens and then the president makes it worse. When he told the governors they had to “dominate” protesters so they wouldn’t look like “a bunch of jerks,” it made me think of a delinquent 14-year-old telling his gang to get ready for a rumble in the cafeteria. 
"
Doesn’t seem like it has.txt,"You remember the legal horror show called Bush v. Gore? The Supreme Court couldn’t possibly replicate that. But don’t underestimate the justices’ capacity for self-inflicted wounds. The sequel’s being scripted and it may be worse. 
"
"Just as ignorance was strength in George Orwell’s “1984,” shamelessness is virtue in Trump’s GOP.txt","There will be more than a few conservatives who will spend the next 30 years trying to prove the election was stolen. Others will insist Donald Trump would have won save for a deep state, the liberal media and disloyal Never Trumpers. And many will argue that Trump was a successful conservative president who scored important policy victories and broadened the G.O.P. base, only to run aground on a once-in-a-century pandemic that would have wrecked any presidency. 
"
Here are two conditions the Democrat should set.txt,"I worry about Joe Biden debating Donald Trump. He should do it only under two conditions. Otherwise, he’s giving Trump unfair advantages. 
"
"Despite the tug of our digital realm, life’s true pleasures remain in the analog world.txt","“Arithmetic,” wrote Carl Sandburg in a famous poem, “is where numbers fly like pigeons in and out of your head.” 
"
It pays to play the long game against people who want to be free.txt,"After many years of rejecting the people of Hong Kong’s persistent demands for genuine universal suffrage and other rights, China made its position clear again on Tuesday with the legislative equivalent of a cracking head bash. 
"
How politicians cave in an age of absolutist moral judgments.txt,"Robert Mackey of The Intercept tweeted this week: “I give up. It’s pointless to report on anything other than the president of the United States having a personal social media feed that reveals he’s a lunatic.” 
"
Rebuilding the restaurant business requires a new model for its labor.txt,"When the pandemic hit America’s restaurants, it was as if an anvil dropped — on a bubble. 
"
"As a portrait artist, all I can do now is reconstruct the mysteries of who you are under the mask.txt","Today’s sightings: red paisley mask, pleated pink flowered mask, black VOTE mask, yellow smiley-face mask, Etsy bedazzled mask, Spiderman mask. Lots of surgical-blue paper masks. A few hard-shell N95s. One or two navy bandit gaiters. (Me, I’m under the grinning-wolf mask.) Most masks hide who we are and let us try on different identities, but these disguises give me clues to the wearer underneath. 
"
Just ask Brazilians.txt,"Who’s the world’s worst leader at handling the pandemic? Easy. Donald Trump. Right? Well, as terrible as Mr. Trump is, a Brazilian YouTube star, Felipe Neto, argues it’s actually his president, Jair Bolsonaro. 
"
Readers tell us how their faith in the American ideal has fared this election season.txt,"In her essay, “Don’t Give Up on America,” Marilynne Robinson describes the “deep if sometimes difficult affinity” she has for her country. At the end of a long, contentious election season, it’s not surprising that Ms. Robinson has become disillusioned with that love affair. “Resentment displaces hope and purpose the way carbon monoxide displaces air,” she writes. 
"
Why Here are a dozen reasons.txt,"“Any mans death diminishes me,” wrote John Donne, “because I am involved in Mankinde.” With that thought, let us all wish Donald Trump a full and speedy recovery from his bout of Covid-19. 
"
A racist president trolls his enemies with a rally on Juneteenth.txt,"Most people — or, at any rate, most readers of The New York Times — remember Donald Trump’s response to the white nationalist riot in Charlottesville, Va., as a particularly low point in a presidency full of them. After a rambling, aggrieved news conference in which he defended some of those marching with neo-Nazis as “very fine people,” Trump’s already dismal approval rating hovered below 38 percent. Staffers voiced shame and disgust to journalists (anonymously, of course). Senator Susan Collins was “concerned.” 
"
"Trump says he wants to protect law-abiding citizens In 1933, Hitler issued his ‘Decree of the Reich President for the Protection of People and State’.txt","PARIS — No people has found the American lurch toward authoritarianism under President Trump more alarming than the Germans. For postwar Germany, the United States was savior, protector and liberal democratic model. Now, Germans, in shock, speak of the “American catastrophe.” 
"
Poor countries are going to be decimated by the coronavirus They need a serious rescue package.txt,"The coronavirus has not yet exploded in the developing world, but poor countries are already suffering from the pandemic. Their economies have been battered by lockdowns, falling commodity prices, declining remittances, and unprecedented capital flight. Some $100 billion has fled emerging markets since January, five times more than in the 2008 crash. 
"
"OK, it’s a fairy tale, but it’s a fairy tale we should heed.txt","NASHVILLE — My favorite coffee mug is emblazoned with words of advice: “Lead like Jed. Advise like Leo. Think like Josh. Speak like C.J. Argue like Toby. Write like Sam.” What the mug doesn’t say but implies by its very existence: “Believe in America like a fan of ‘The West Wing.’” 
"
This whole administration is a superspreader event.txt,"The coronavirus’s rampage through America threw a spotlight on its failings — on the galling inequality, the fatal partisanship, the susceptibility to fiction and the way in which rugged individualism had curdled into plain old selfishness. 
"
Social media and journalists alike amplify the president’s lies and propaganda.txt,"Every few months the same debate re-emerges: Should Twitter ban Donald Trump? Usually, it’s because of something particularly egregious, conspiratorial, untrue or geopolitically reckless that the president tweeted. Many of these tweets would result in a takedown or a temporary suspension if they came from a normal user’s account, but Twitter has made an exception for heads of state, citing a “newsworthiness” clause that allows the company to evade responsibility. 
"
The triumph of “Parasite” is a sign of a crisis of faith in capitalism..txt,"On Sunday night, Bong Joon Ho’s “Parasite” morphed from a merely great film into a history-making phenomenon, becoming the first foreign-language film to win the Oscar for best picture. It also won best director, best original screenplay and best international feature. Additionally, this South Korean horror-comedy, a radical parable of inequality, won the Golden Globe for best foreign film, the Writers Guild Award for best original screenplay and the best-ensemble prize from the Screen Actors Guild. 
"
"There is little to be done right now about the president’s self-serving ways, but Congress can limit future abuses.txt","President Trump has abused the pardon power like none of his predecessors. But we likely ain’t seen nothing yet. Now that he has lost the election, Mr. Trump will likely pardon himself, friends, family members and Trump business entities and employees for any crime they might have committed before or during his presidency. 
"
It’s a lot harder to join together when you’re not allowed within six feet of each other.txt,"Gail Collins: Bret, some of our readers were very impressed by your report last week that you biked from your home to the George Washington Bridge. That’s about what — 10 miles? Is this going to be one of your coronavirus things? 
"
"Tell the truth. At its core, society is based on trust..txt","In 1918, a new respiratory virus invaded the human population and killed between 50 million and 100 million people — adjusted for population, that would equal 220 million to 430 million people today. Late last year another new respiratory virus invaded the human population, and the reality of a pandemic is now upon us. Although clearly a serious threat to human health, it does not appear to be as deadly as the 1918 influenza pandemic. But it is far more lethal than 2009’s H1N1 (swine flu) pandemic, and the coronavirus does not resemble SARS, MERS or Ebola, all of which can be easily contained. 
"
Is Biden-Harris the answer to the confusion and sorrow of Trump’s America.txt,"Bret Stephens: Gail, last week I argued that what the Republicans need this November is “the political equivalent of an unsedated colonoscopy.” Several readers, including a couple of medical professionals, wrote in to say that unsedated colonoscopies actually aren’t all that bad. (I’ll take their word for it.) 
"
Brazen politics in Amy Coney Barrett’s confirmation process threatens the court’s standing with the public.txt,"We are lawyers who clerked for Justice Anthony Kennedy, a lifelong conservative appointed to the Supreme Court by President Ronald Reagan. We urge the Senate not to confirm Judge Amy Coney Barrett or any nominee until after the presidential election. Rushing through a confirmation with an election underway threatens the very legitimacy of the court. 
"
Everyone with principles has left the party..txt,"Is this the week American democracy dies? Quite possibly. 
"
Our support system for creative professionals is abysmal. Artists shouldn’t feel bad about feeling uninspired during a crisis..txt,"It’s a common refrain when devastating things happen: Creativity will thrive in these conditions. I’ve seen it said in recent days as tours are canceled, TV and film production is postponed and creatives are forced into self-isolation because of the coronavirus. 
"
Reporting the truth is the only way to stop a global pandemic. Beijing just made that more difficult..txt,"China’s crackdown on journalists from The Times and other American news organizations is an unfortunate echo of the Cold War, and it couldn’t come at a worse time. The global spread of the coronavirus demands independent and trusted information from the country where the scourge began. 
"
Judicial nominees should be honest about their stance on abortion.txt,"In a floor speech in July, Senator Josh Hawley, Republican of Missouri, issued an ultimatum on future Supreme Court fights. 
"
How do you compare yourself with one of the most famous women in the world.txt,"I was eating bodega grapes at my desk on a recent Monday morning, gearing up to wrangle my inbox, when my phone started buzzing: 
"
Some saw hypocrisy I saw the looming return of annoying beauty standards for women.txt,"The coronavirus is the gift that keeps on giving. 
"
"A Pentagon leader argues that as Beijing’s weapons grow in size and sophistication, the US and Russia will have to reassess their own arsenals.txt","Nuclear arms control is at a crossroads — not because we are approaching the deadline on an extension of the 2010 New Strategic Arms Reduction Treaty, but because China’s nuclear expansion threatens to upend decades of relative nuclear stability between the United States and Russia. 
"
"Bully and ignore the experts, and send in the quacks.txt","Lately I’ve found myself thinking about Trofim Lysenko. 
"
What stories of shipwrecks and plane crashes can teach us about Trump’s America.txt,"“There isn’t anyone to help you,” says the haunted pig-head-on-a-stick. “Only me. And I’m the Beast.” 
"
Candidates need to adjust their strategies to appeal to the wide spectrum of American Hispanics.txt,"Thursday marks the end of Hispanic Heritage Month, which celebrates the history and culture of the U.S. Latino and Hispanic communities. It’s a fitting commemoration of our deep roots in the Americas, how much the United States depends on us economically, and how we’ve helped define American culture. 
"
“Take care tonight Things might not look like this tomorrow”.txt,"Last year, in July, a month after the protests over an extradition bill began in Hong Kong, I renewed the lease on my flat. For the first time since I turned 18, I would be living in the same apartment for more than two years. It felt like an accomplishment, like I was a real adult. 
"
This is how the president operates when he is desperate and in trouble.txt,"After mocking people for wearing masks, refusing to publicly wear one himself and holding rallies and gatherings where social distancing was not required, President Trump has shifted his tone. 
"
"In contests for party control between progressives and moderates, electoral and governing results speak for themselves..txt","WASHINGTON — Congressional Democrats are very familiar with the political dramaturgy now playing out in their party’s White House primary and know of its lessons and consequences. 
"
The director of national intelligence is ending oral briefings with Congress — a significant step toward eroding oversight and expanding executive overreach.txt,"John Ratcliffe, the newly confirmed director of national intelligence, sent letters to congressional leaders on Friday, stating that his office would no longer conduct most oral intelligence briefings on issues related to election security; instead there would be written updates. 
"
"The Russian autocrat may support Sanders, but Sanders doesn’t support him..txt","On Friday, The Washington Post reported that U.S. officials had briefed Bernie Sanders that Russia was trying to boost his fortunes in the Democratic primary fight, as it did in 2016. It’s not hard to imagine Vladimir Putin’s motives. 
"
I was struggling with quarantine — until I found the polar explorers.txt,"My friend Kelsey doesn’t recommend getting dumped on your birthday. Valentine’s Day, I’ve heard, is also unideal. And while I can’t endorse breaking up on vacation in Hawaii with your entire family either, that ex and I do remain close friends, so perhaps there are worse ways to go than crying about irreconcilable differences over piña coladas. 
"
Human adaptability is both a strength and a threat..txt,"RAMALLAH, West Bank — As New York City was moving toward a full confinement mode, I got an email from the daughter of a Palestinian friend from the West Bank. She lives and works in the city and was looking for advice from a veteran of long-term confinements. “I was too young at the time of the Israeli military curfew in 2002 to remember,” she wrote, and then asked: “How did you all manage?” 
"
"We now have to deal with a shortage of hydroxychloroquine, the drug that has been keeping me alive for more than two decades.txt","On March 19, I woke up, made coffee, took my usual 10 pills and turned on CNN, hoping to see Gov. Andrew Cuomo. I got President Trump instead. He was talking about the drug hydroxychloroquine as a potential treatment for Covid-19. The drug, he said, without providing any evidence, showed “tremendous promise.” My cheeks flushed with fear and rage. 
"
We can’t succumb to the president’s appeals to fear.txt,"Like many kids who grew up as evangelicals, I was taught that abortion was the only issue when it comes to politics. When I turned 18, in the 1990s, my father took me to the Allen County Republican headquarters in my Indiana town, where I registered as a card-carrying conservative. Then we went to Fort Wayne’s Famous Coney Island for celebratory chili dogs. 
"
What I lost in the Trump years was a kind of innocence.txt,"It’s always assumed that those of us who felt certain of Hillary Clinton’s victory in 2016 were putting too much trust in polls. 
"
He began with such progressive promise Now it’s in tatters.txt,"On Saturday, during the demonstrations sparked by George Floyd’s killing, two New York Police Department SUVs drove into a crowd of protesters in Brooklyn who were pelting them with projectiles. The cars knocked several people over. In aerial footage, the road behind the vehicles was mostly clear — it looked as if they could have backed up instead. 
"
Where freethinkers go to fight.txt,"Like other realms, American intellectual life has been marked by a series of exclusions. The oldest and vastest was the exclusion of people of color from the commanding institutions of our culture. 
"
"Efforts to end the country’s crisis at the ballot box must synchronize national, regional and international approaches..txt","PARIS — People in Venezuela are starving, suffering and have been fleeing the country at a rate of 5,000 per day. The crisis has reverberated far beyond our borders. It’s becoming increasingly clear that the stability of the hemisphere depends on what both Venezuelans and our global partners are willing to do in order to move forward. 
"
Partisanship has crippled our response.txt,"Earlier this year much of America went through hell as the nation struggled to deal with Covid-19. More than 120,000 Americans have now died; more than 20 million have lost their jobs. 
"
None of our grandchildren will be at our table for Thanksgiving or Christmas But the pandemic winter still leaves room for the imagination.txt,"As Covid-19 cases in my city climb to record levels and county officials warn the vulnerable among us to shelter in place, I feel as if I’m living in the cursed kingdom of Narnia, in C.S. Lewis’s children’s fantasy “The Lion, the Witch and the Wardrobe.” In Narnia, it’s “always winter and never Christmas.” 
"
President Emmanuel Macron and others there have been angered by outside criticism.txt,"In the wake of two horrific incidents of Islamist terrorism in France, President Emmanuel Macron and many of his countrymen have reacted angrily to criticism from abroad suggesting that French policies, and especially the French version of state-enforced secularism, somehow contributed to the lethal radicalization of a sliver of the country’s large Muslim population. 
"
Make a sharp shift to the center.txt,"Back in February it seemed as if we were about to have one of the most ideologically polarized elections in American history. President Trump was rushing ahead with his populist/ego-trip/authoritarian whatchamacallit. The Democrats were shifting left: Medicare for All, Green New Deal, Bernie Sanders-style reimagining of capitalism. 
"
“I expected sobriety to be easier when I was forced to stay home…”.txt," 
"
"The verdict enables more survivors of all backgrounds to share their truth, regardless of the identity of perpetrators..txt","In October 2017, I let out a big exhale when Harvey Weinstein became the target of accusations in the #MeToo movement and Roy Moore, Louis C.K., Matt Lauer and Garrison Keillor immediately became part of the growing list of those who allegedly sexually harassed women and girls. As a feminist activist, I celebrated the public shaming of these men. As a black woman who has survived sexual violence, I quietly applauded the new narrative on rape and race in America that I saw unfolding. 
"
This is not the time to obsess about symbolism.txt,"There are five gigantic changes happening in America right now. The first is that we are losing the fight against Covid-19. Our behavior doesn’t have anything to do with the reality around us. We just got tired so we’re giving up. 
"
"Peeking out our windows, we see America shriveling..txt","WASHINGTON — It’s not easy being a national treasure. 
"
No police officer will have to answer for her death This never gets easier.txt,"Kentucky’s attorney general, Daniel Cameron, announced Wednesday that one police officer would be charged, not in the shooting death of Breonna Taylor, but with endangering her neighbors with reckless gunfire. “If we simply act on emotion or outrage, there is no justice. Mob justice is not justice,” Mr. Cameron said, in an apparent attempt to explain the lack of more serious charges relating to the 26-year-old’s killing. “Justice sought by violence is not justice. It just becomes revenge.” 
"
The death of Ruth Bader Ginsburg has only raised the stakes.txt,"If you or someone you care about is among the more than 50 million Americans suffering from pre-existing medical conditions, you should be aware that the stakes in this year’s election go beyond abstract things like, say, the survival of American democracy. They’re also personal. If Donald Trump is re-elected, you will lose the protection you’ve had since the Affordable Care Act went into effect almost seven years ago. 
"
"At least 60 district attorneys have come to see incarceration as destructive, racist, expensive and ineffective But can they persuade their own staffs.txt","Which part of the criminal justice system has most resisted change? 
"
Social media companies are debuting strategies to prevent a repeat of the 2016 election They may be backfiring.txt,"This article is part of the Debatable newsletter. You can sign up here to receive it on Tuesdays and Thursdays. 
"
Rolling back regulations ignores the central lessons from the country’s largest oil spill.txt,"Ten years ago this week, a drilling rig called the Deepwater Horizon exploded 41 miles off the Louisiana coast, setting in motion the biggest oil spill in U.S. history. Eleven men lost their lives, more were injured. Defying weeks of frantic efforts by BP and the Obama administration to plug it, the damaged wellhead sitting a mile below the ship poured millions of barrels of oil into the surrounding waters, crippling valuable fisheries, destroying livelihoods, fouling 1,300 miles of shoreline from Florida to Texas and leaving many square miles of residue on the ocean floor. The disaster also revealed a culture of carelessness in both the oil industry and the federal agencies whose job it was to police that industry and to make sure it operated safely. 
"
Our post-Watergate laws and practices for the presidency need revamping.txt,"Now that Donald Trump’s time in the White House is ending, an urgent task is the reform of the presidency that for four years he sought to shape in his image and to run in his personal and political self-interest. What those years have shown is that the array of laws and norms that arose after Watergate and Vietnam requires an overhaul. 
"
"If one of the most powerful tech companies can’t call out the president’s dishonesty, who can.txt","President Trump’s handling of the coronavirus pandemic has been a case study in a management style marked by falsehoods and intimidation. Rather than risk inviting his ire, subordinates and fellow Republicans covered for him as he delayed a coordinated response to the coronavirus and it felled nearly 200 Americans. 
"
His supporters wanted a bulwark against liberalism But his failed presidency is pushing the country to the left.txt,"In 1804, the Corsican upstart Napoleon Bonaparte crowned himself as France’s emperor. His mother, born Letizia Ramolino, did not attend the coronation. Informed of her son’s self-elevation, she is said to have remarked coolly: “Let’s hope it lasts.” 
"
Federal aid is about to lapse even as the coronavirus crisis rolls on.txt,"Unemployment benefits provide people who lose jobs with a little help for a little while. The money is not really enough to live on, by design: People are supposed to find a new job. 
"
We haven’t addressed the sins of elections past That’s a problem for November.txt,"ATLANTA — I talk with Black voters every day, and what I hear keeps me up at night. Their faith in the political system is being eroded by voter suppression and the government’s negligent response to the pandemic. It breaks my heart that even Black women at church — unfailing voters who rally their friends to turn out for every election — have asked me, “Will our votes even be counted?” 
"
“We need federal support”: A conversation with Governor Steve Bullock of Montana.txt,"Guiding a state like Montana through a pandemic is difficult because Montana is a complicated state in a precarious position. Its significant Indigenous population is spread across seven reservations whose resources are spread thin even in non-pandemic times. When bidding on critical resources, the state can’t compete with the bigger needs of coastal states like New York or California. 
"
Protect elderly prisoners..txt,"This article is part of David Leonhardt’s newsletter. You can sign up here to receive it each weekday. 
"
Does it matter that you may never know his side of the story.txt,"Early this month, Hachette Book Group announced that it would publish Woody Allen’s memoir, “Apropos of Nothing.” In that bygone era when people had thoughts on subjects other than the coronavirus, this caused an uproar. The journalist Ronan Farrow, Allen’s estranged son (assuming he is his son — but that’s another story), denounced the decision and said he would end his own lucrative relationship with the publisher. Hachette employees staged a walkout from company offices in New York and Boston. 
"
Being at home with family has made observing Islam’s holiest month a richer and deeper spiritual experience.txt,"When Gov. Andrew Cuomo of New York announced that lockdown would be extended through May 15, I wondered how this would affect Ramadan. After all, dinner parties and communal prayers have long been integral to this month, which began on April 24. But rather unexpectedly, quarantine has enhanced my Ramadan experience. Being at home has made it easier to observe our holiest month and made it a richer and deeper spiritual affair. 
"
"To keep a promise as he runs for re-election, Trump uses more military funds to pay for the border wall..txt","That “big, beautiful wall” President Trump never tires of carrying on about is becoming one of the most expensive campaign stunts ever. It is a potentially unconstitutional one as well, as the Defense Department prepares to divert more billions of dollars authorized by Congress from a variety of weapons programs to generate bragging rights for Mr. Trump’s re-election campaign. 
"
The most radical Radical Republicans had a better idea of how to cast the 15th Amendment. We should have listened to them..txt,"Shortly after acquitting President Trump of abuse of power and obstruction of Congress, Senate Republicans moved to confirm two nominees for the federal judiciary. The first, 38-year-old Andrew Brasher, was elevated from a Federal District Court in Alabama to the U.S. Court of Appeals for the 11th Circuit. The second, Cory Wilson, is a 49-year-old state appellate judge in Mississippi. He’s being considered for a federal district judgeship in the state. 
"
"Win, lose or draw, there’s no legitimacy in America anymore..txt","I’ll let you in on a little secret about media coverage of prime-time political debates: What happens in the first half, even the first quarter, gets much more attention than what happens as the night drags on. 
"
The big idea to build a wall on the southern border looks like a big con.txt,"There was a measure of poetic justice in Thursday’s news that Steve Bannon, the populist political guru who charted President Trump’s rise to power, was arrested on a yacht on Long Island Sound and charged with defrauding hundreds of thousands of Mr. Trump’s supporters. 
"
"The colony entered my dreams, my thoughts, my conversations Something about me had changed.txt","When I first became keeper of a colony of honeybees, I was thinking more than anything of escape. I’d just turned 30 and had recently moved from Brighton to Oxford, having taken a job on a whim, again, moving out of one rented house in one city and into another as I had done throughout my 20s. But the new job was stressful. I spent long hours at the office in front of a screen. I was under pressure from company targets and deadlines, thrown into frenetic communications with colleagues who sounded as stretched as I felt, and disconnected from the world — the world! — I glimpsed as I cycled to and from work each day. 
"
